0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,1
0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,1
0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,1
0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,1
0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,1
0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,1
0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,1
0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,1
0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,1
0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,1
0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,1
0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,1
0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,1
0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,1
0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,1
0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,1
0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,1
0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,1
0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,1
0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2276,0,0,0,1
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,1
0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,1
0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,1
0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,1
0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,1
